tconst	primaryTitle	originalTitle	isAdult	releaseYear	runtimeMinutes	genres	averageRating	numVotes	nudity	violence	profanity	alcohol	frightening	actors	countriesOfOrigin	productionCompanies	budget	grossWorldwide
tt1966566	Stalingrad	Stalingrad	0	2013.0	131.0	Action,Drama,War	5.7	17565	Mild	Moderate	Mild	Mild	Moderate	Mariya Smolnikova, Yanina Studilina, Pyotr Fyodorov, Thomas Kretschmann, Sergey Bondarchuk, Dmitriy Lysenkov, Andrey Smolyakov, Aleksey Barabash, Oleg Volku, Heiner Lauterbach, Polina Raykina, Anna von Haebler, Yuriy Nazarov, Mariya Sittel, Petar Zekavica, Dmitriy Kochkin, Georges Devdariani, Philippe Reinhardt	Russia	Art Pictures Studio, Non-Stop Productions	27420000.0	62441237.128000006
tt0108147	Sister Act 2: Back in the Habit	Sister Act 2: Back in the Habit	0	1993.0	107.0	Comedy,Family,Music	5.7	57682			Mild			Whoopi Goldberg, Kathy Najimy, Maggie Smith, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter, Wendy Makkena, Sheryl Lee Ralph, Robert Pastorelli, Thomas Gottschalk, Lauryn Hill, Brad Sullivan, Alanna Ubach, Ryan Toby, Ron Johnson, Jennifer Love Hewitt, Devin Kamin	United States	Touchstone Pictures	34732000.0	52389592.506000005
tt1183374	Pet	Pet	0	2016.0	94.0	Horror,Thriller	5.7	18592	Mild	Severe	Moderate	Mild	Moderate	Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald, Nathan Parsons, Janet Song, Gary J. Tunnicliffe, Denise Garcia, John Ross Bowie, Sean Blakemore, Irene Roseen, Alasdair Martin, Harmony McElligott, Rachel Robinson	Spain, United States	Cine365 Films, Magic Lantern, Revolver Picture Company		20110.742
tt0107594	Money for Nothing	Money for Nothing	0	1993.0	100.0	Comedy,Crime,Drama	5.7	4275	Mild	Mild	Severe	Mild		John Cusack, Debi Mazar, Michael Madsen, Benicio Del Toro, Michael Rapaport, Maury Chaykin, James Gandolfini, Fionnula Flanagan, Elizabeth Bracco, Ashleigh Dejon, Lenny Venito, Philip Seymour Hoffman, Currie Graham, Frankie Faison, Ed Pansullo, Benji Schulman, Sam Coppola, Jeanne McCarthy	United States	Permut Presentations, Hollywood Pictures	10054000.0	950399.136
tt0837563	Pet Sematary	Pet Sematary	0	2019.0	100.0	Horror,Mystery,Thriller	5.7	97428	Mild	Severe	Moderate	Mild	Severe	Jason Clarke, Amy Seimetz, John Lithgow, Jeté Laurence, Hugo Lavoie, Lucas Lavoie, Obssa Ahmed, Alyssa Brooke Levine, Maria Herrera, Frank Schorpion, Linda E. Smith, Sonia Maria Chirila, Naomi Frenette, Suzi Stingl, Kelly Lee, Nina Lauren, Alison O'Donnell, Raphaël Laporte	United States, Canada	Paramount Pictures, Di Bonaventura Pictures, Room 101	19194000.0	103390058.564
tt5698320	Euphoria	Euphoria	0	2017.0	104.0	Adventure,Drama,Mystery	5.7	4645	Mild	Mild	Mild	Mild	Moderate	Alicia Vikander, Eva Green, Charles Dance, Charlotte Rampling, Mark Stanley, Adrian Lester, Eveline Hall, August Zirner, Christiane Blumhoff, Steffen Jung, Harald Siebler, Robert Porter Templeton, Andreas Dubois, Olivia Emden, Nataliya Stefanac, Louisa Stroux, Jerry Coma, Tiger Kirchharz	United Kingdom, Sweden, Germany	B-Reel Films, Dancing Camel Films, Deutscher Filmförderfonds (DFFF)		72618.214
tt1124039	Echelon Conspiracy	Echelon Conspiracy	0	2009.0	105.0	Action,Crime,Thriller	5.7	19885	Mild	Mild	Severe	Mild	Moderate	Shane West, Edward Burns, Ving Rhames, Jonathan Pryce, Tamara Feldman, Gosha Kutsenko, Sergey Gubanov, Martin Sheen, Ilan Goodman, Todd Jensen, Steven Elder, Sandra De Sousa, Greg Donaldson, Andrea Enright, Trevor White, Ryan Spike Dauner, Dimitar Dimitrov, Danko Jordanov	United States	Dark Castle Entertainment, Mobicom Entertainment, BUFO		1998718.748
tt0164108	The Muse	The Muse	0	1999.0	97.0	Comedy	5.7	11308	Mild		Mild			Albert Brooks, Sharon Stone, Andie MacDowell, Jeff Bridges, Cybill Shepherd, Monica Mikala, Jamie Alexis, Marnie Shelton, Catherine MacNeal, Mark Feuerstein, Lorenzo Lamas, Jennifer Tilly, Bradley Whitford, Skip O'Brien, Aude Charles, Ange Billman, Gannon Daniels, Jennie Ventriss	United States	October Films	13710000.0	10666892.754
tt10298840	Strange World	Strange World	0	2022.0	102.0	Action,Adventure,Animation	5.7	44323	Mild	Mild			Mild	Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid, Lucy Liu, Karan Soni, Alan Tudyk, Adelina Anthony, Abraham Benrubi, Jonathan Melo, Nik Dodani, Francesca Reale, Emily Kuroda, Reed Buck, Katie Lowes, LaNisa Renee Frederick, Dave Kohut, Alice Kina Diehl	United States, Japan	The Walt Disney Company, Walt Disney Animation Studios, Walt Disney Pictures	109680000.0	67290178.96000001
tt0280460	The Banger Sisters	The Banger Sisters	0	2002.0	98.0	Comedy,Drama	5.7	17190	Mild	Mild	Moderate	Mild	Mild	Susan Sarandon, Goldie Hawn, Geoffrey Rush, Erika Christensen, Robin Thomas, Eva Amurri, Matthew Carey, Andre Ware, Adam Tomei, Sal Lopez, Kohl Sudduth, Tinsley Grimes, Larry Krask, Marlayna Cherisse, Josh Todd, Yogi Lonich, Keith Nelson, Devon Glenn	United States	Searchlight Pictures, Gran Via Productions, Elizabeth Cantillon Productions	9140000.0	34794474.642000005
tt0280870	Liberty Stands Still	Liberty Stands Still	0	2002.0	96.0	Action,Drama,Thriller	5.7	7956	Mild	Severe	Moderate	Mild	Moderate	Tanya Allen, Hart Bochner, Fulvio Cecere, Gregory Calpakis, Terry Chen, Garvin Cross, Roger Cross, Martin Cummins, Keith Dallas, Linda Fiorentino, Marrett Green, Darcy Laurie, David James Lewis, Robert Lewis, Brian Markinson, Suzette Meyers, Chiara Ohoven, Steve Pascal	Germany, Canada	Lions Gate Films, Cinerenta Medienbeteiligungs KG, Pearl Pictures	10054000.0	544025.596
tt9059704	An American Pickle	An American Pickle	0	2020.0	88.0	Comedy,Fantasy	5.7	26002		Mild	Mild	Mild	Mild	Seth Rogen, Sarah Snook, Molly Evensen, Eliot Glazer, Kalen Allen, Kevin O'Rourke, Sean Whalen, Geoffrey Cantor, Carol Leifer, Jorma Taccone, Marsha Stephanie Blake, Alyse Zwick, Dalon Huntington, J Michael Grey, Efka Kvaraciejus, Darryl Bailey Smith II, Dino Rende, Peter Kybart	United States, United Kingdom	Point Grey Pictures, Gravitational Productions, Sony Pictures Entertainment (SPE)		456679.1860000001
tt0205177	Kevin & Perry Go Large	Kevin & Perry Go Large	0	2000.0	82.0	Comedy,Music	5.7	14376	Moderate	Mild	Mild	Moderate		Harry Enfield, Kathy Burke, Rhys Ifans, Laura Fraser, James Fleet, Louisa Rix, Tabitha Wady, Paul Whitehouse, Natasha Little, Anna Shillinglaw, Badi Uzzaman, Sam Parks, Kenneth Cranham, Mark Tonderai, Patsy Byrne, Amelia Curtis, Christopher Ettridge, Frank Harper	United Kingdom	Tiger Aspect Productions, Icon Productions, Fragile Films	2323240.0	14561.848
tt10126434	Scare Me	Scare Me	0	2020.0	104.0	Comedy,Horror	5.7	4909		Mild	Severe	Moderate	Mild	Josh Ruben, Aya Cash, Chris Redd, Rebecca Drysdale, Lauren Sick	United States	Irony Point, Scare me, Artists First		
tt0305568	Fanfan	Fanfan la Tulipe	0	2003.0	97.0	Adventure,Comedy,Romance	5.7	5523	Moderate					Vincent Perez, Penélope Cruz, Didier Bourdon, Hélène de Fougerolles, Michel Muller, Philippe Dormoy, Jacques Frantz, Gérald Laroche, Guillaume Gallienne, Gilles Arbona, Jean-Pol Dubois, Yves Pignot, Jean-François Lapalus, François Chattot, Jacques Dynam, Magdalena Mielcarz, Anna Majcher, Philippe du Janerand	France	Canal+, Centre national du cinéma et de l'image animée (CNC), EuropaCorp	21740000.0	7266266.182
tt2182256	Premature	Premature	0	2014.0	93.0	Comedy,Drama,Fantasy	5.7	10589	Moderate	Moderate	Severe	Moderate	Moderate	John Karna, Caroline Traywick, Kate Kneeland, Steve Coulter, Zoe Myers, Craig Roberts, Justin Norwood, Katie Findlay, Adam Riegler, Elon Gold, Carlson Young, Grant McCloud, Keenan Harrison Brand, Eric Freeman, Samuel Chase, Tyrin Niles, Cara Mantella, Miles Hoff	United States	FilmNation Entertainment, Resnick Interactive Development		380098.782
tt15255288	Murder Mystery 2	Murder Mystery 2	0	2023.0	90.0	Action,Comedy,Crime	5.7	64881	Mild	Moderate	Mild	Mild	Mild	Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent, Jodie Turner-Smith, John Kani, Kuhoo Verma, Dany Boon, Adeel Akhtar, Enrique Arce, Zurin Villanueva, Jillian Bell, Tony Goldwyn, Annie Mumolo, Larry Leong, Carlos Ponce, Julien Briau, Matthew R. Anderson	United States	Denver and Delilah Productions, Echo Films, Endgame Entertainment		
tt0186045	Drowning Mona	Drowning Mona	0	2000.0	96.0	Comedy,Crime,Mystery	5.7	15383	Mild	Mild	Moderate	Moderate	Mild	Danny DeVito, Bette Midler, Neve Campbell, Jamie Lee Curtis, Casey Affleck, William Fichtner, Marcus Thomas, Peter Dobson, Kathleen Wilhoite, Tracey Walter, Will Ferrell, Paul Ben-Victor, Paul Schulze, Mark Pellegrino, Raymond O'Connor, Lisa Rieffel, Robert Arce, Brittany Peterson	United States	Code Entertainment, Jersey Shore, Marigold Productions Inc.	33818000.0	14541835.056
tt2183034	Earth to Echo	Earth to Echo	0	2014.0	91.0	Adventure,Family,Sci-Fi	5.7	19648	Mild	Mild	Mild	Mild	Mild	Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt, Jason Gray-Stanford, Algee Smith, Cassius M. Willis, Sonya Leslie, Kerry O'Malley, Virginia Louise Smith, Peter Mackenzie, Valerie Wildman, Roger Hewlett, Mary Pat Gleason, Marilyn Giacomazzi, Frank Lloyd, Chris Wylde, Brooke Dillman	United States	Relativity Media, Panay Films	11882000.0	41752490.668000005
tt9637132	Samrat Prithviraj	Samrat Prithviraj	0	2022.0	135.0	Action,Drama,History	5.7	53383		Mild	Moderate	Mild		Akshay Kumar, Sanjay Dutt, Manushi Chhillar, Sonu Sood, Ashutosh Rana, Sakshi Tanwar, Shivraj Walvekar, Arun Bali, Manoj Joshi, Manav Vij, Digvijay Rohidas, Varun Buddhadev, Kamaljeet Rana, Aishwarya Raj Bhakuni, Hariom Kalra, Rajendra Gupta, Kranti Prakash Jha, Sahidur Rahaman	India	Yash Raj Films	22850000.0	7831461.846
tt0211938	Bait	Bait	0	2000.0	119.0	Action,Comedy,Crime	5.7	13071	Mild	Moderate	Severe	Mild	Moderate	Jamie Foxx, David Morse, Robert Pastorelli, Doug Hutchison, Kimberly Elise, David Paymer, Mike Epps, Jamie Kennedy, Nestor Serrano, Kirk Acevedo, Jeffrey Donovan, Megan Dodds, Tia Texada, Neil Crone, Matthew Witherly, Jason Jones, William Lynn, Glyn Thomas	Canada, United States	Castle Rock Entertainment, Bait Films	46614000.0	14141379.666
tt0056142	King Kong vs. Godzilla	King Kong vs. Godzilla	0	1963.0	97.0	Action,Adventure,Fantasy	5.7	10976		Mild		Mild	Mild	Tadao Takashima, Kenji Sahara, Yû Fujiki, Michael Keith, Harry Holcombe, James Yagi, Ichirô Arishima, Jun Tazaki, Akihiko Hirata, Mie Hama, Yoshifumi Tajima, Akiko Wakabayashi, Akemi Negishi, Yoshio Kosugi, Ikio Sawamura, Someshô Matsumoto, Kô Mishima, Sachio Sakai	Japan, United States	Toho Company, John Beck, RKO General Pictures	182800.0	
tt0329101	Freddy vs. Jason	Freddy vs. Jason	0	2003.0	97.0	Action,Horror	5.7	126123	Moderate	Severe	Severe	Moderate	Severe	Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena, Jason Ritter, Katharine Isabelle, Christopher Marquette, Brendan Fletcher, Tom Butler, Lochlyn Munro, Kyle Labine, Zack Ward, Paula Shaw, Garry Chalk, Jesse Hutch, David Kopp, Brent Chapman, Spencer Stump	Canada, United States	New Line Cinema, Avery Pix, British Columbia Hydro Authority	27420000.0	106612086.794
tt2937366	Little Evil	Little Evil	0	2017.0	94.0	Comedy,Fantasy,Horror	5.7	23034	Mild	Mild	Moderate	Mild	Mild	Evangeline Lilly, Owen Atlas, Adam Scott, Marcus Terrell Smith, James Weir, Russ Mitchell, Paul Slimak, Bridget Everett, Clancy Brown, Rick Applegate, Ken Bolden, Chip Zien, Chris D'Elia, Kyle Bornheimer, Donald Faison, Schuyler White, Carla Gallo, Noah Craig	United States	Bluegrass Films, Mandalay Pictures		
tt8976576	Vampires vs. the Bronx	Vampires vs. the Bronx	0	2020.0	85.0	Comedy,Horror	5.7	10997		Mild	Mild	Mild	Mild	Jaden Michael, Gerald Jones, Gregory Diaz IV, Sarah Gadon, Method Man, Shea Whigham, Coco Jones, The Kid Mero, Chris Redd, Vladimir Caamano, Jeremie Harris, Adam David Thompson, Judy Marte, Richard Bekins, Zoe Saldana, Socorro Santiago, Germar Terrell Gardner, Josiah Nolan	United States	Broadway Video, Caviar, Universal Pictures		
tt0301470	Jeepers Creepers 2	Jeepers Creepers 2	0	2003.0	106.0	Horror	5.7	69741		Severe	Severe	Mild	Moderate	Jonathan Breck, Ray Wise, Nicki Aycox, Garikayi Mutambirwa, Eric Nenninger, Travis Schiffner, Lena Cardwell, Billy Aaron Brown, Marieh Delfino, Diane Delano, Thom Gossom Jr., Tom Tarantini, Al Santos, Josh Hammond, Kasan Butcher, Drew Tyler Bell, Luke Edwards, Shaun Fleming	United States	United Artists, Myriad Pictures, American Zoetrope	15538000.0	57675836.724
tt11628854	Silent Night	Silent Night	0	2021.0	92.0	Comedy,Drama	5.7	18349	Mild	Mild	Severe	Mild	Moderate	Keira Knightley, Matthew Goode, Roman Griffin Davis, Annabelle Wallis, Lily-Rose Depp, Sope Dirisu, Kirby, Lucy Punch, Rufus Jones, Davida McKenzie, Hardy Griffin Davis, Gilby Griffin Davis, Trudie Styler, Holly Aird, Dora Davis, Simon Prince, Kate Prince, Rosamund McManus	United Kingdom	Maven Screen Media, Marv Films		401086.05
tt1780798	Clown	Clown	0	2014.0	100.0	Horror,Thriller	5.7	25939		Severe	Moderate	Mild	Severe	Andy Powers, Laura Allen, Peter Stormare, Christian Distefano, Chuck Shamata, Elizabeth Whitmere, Victor Cornfoot, Lucas Kelly, Emily Burley, Matthew Stefiuk, Michael Riendeau, Miller Timlin, Robert Reynolds, Antonio Najera, Alex Pacheco, Walter Pacheco, John MacDonald, Allen Altman	United States, Canada	Cross Creek Pictures, Dimension Films, PS 260	1371000.0	4004785.142
tt0063036	Greetings	Greetings	0	1968.0	88.0	Comedy,Drama	5.7	3866	Severe	Mild	Moderate	Mild	Moderate	Jonathan Warden, Robert De Niro, Gerrit Graham, Richard Hamilton, Megan McCormick, Tina Hirsch, Jack Cowley, Jane Lee Salmons, Ashley Oliver, Melvin Morgulis, Cynthia Peltz, Peter Maloney, Rutanya Alda, Ted Lescault, Mona Feit, M. Dobish, Richard Landis, Carol Patton	United States	West End Films	35646.0	
tt0314786	The In-Laws	The In-Laws	0	2003.0	98.0	Action,Comedy,Thriller	5.7	17771	Mild	Mild	Mild	Mild	Mild	Albert Brooks, Michael Douglas, Ryan Reynolds, Lindsay Sloane, Michael Bodnar, Vladimir Radian, Robin Tunney, Boyd Banks, Susan Aceron, Maria Ricossa, Tseng Chang, Tamara Gorski, Matt Birman, A. Russell Andrews, Richard Waugh, Sergio Di Zio, Aaron Abrams, Emmy Laybourne	United States, Germany, Canada	Franchise Pictures, Gerber Pictures, Furthur Films	36560000.0	24579149.986
tt0493264	Valley of the Wolves: Iraq	Kurtlar Vadisi: Irak	0	2006.0	122.0	Action,Drama,War	5.7	18258	Mild	Moderate	Mild		Moderate	Necati Sasmaz, Billy Zane, Ghassan Massoud, Bergüzar Korel, Gürkan Uygun, Kenan Çoban, Erhan Ufak, Diego Serrano, Gary Busey, Spencer Garrett, Tito Ortiz, Nusret Senay, Tayfun Eraslan, Ismet Hürmüzlü, Jay Abdo, Yavuz Imsel, Mauro Martino, Egemen Yavuz	Turkey	Pana Film	7586200.0	21447440.494
tt10543680	Ginny Weds Sunny	Ginny Weds Sunny	0	2020.0	125.0	Comedy,Drama,Romance	5.7	5231	Moderate					Yami Gautam, Vikrant Massey, Ayesha Raza Mishra, Rajiv Gupta, Maneka Kurup Arora, Mazel Vyas, Suhail Nayyar, Gurpreet Saini, Karan Singh Chhabra, Sanchita Puri, Mansi Sharma, Venus Singh, Isha Talwar, Munish Dev Mohan, Deepak Chaddha, Ankit Hans, V.P. Kalra, Chaudhary Mayank	India	Soundarya Production, Soundrya Productions		
tt0199753	Red Planet	Red Planet	0	2000.0	106.0	Action,Sci-Fi,Thriller	5.7	59591	Mild	Moderate	Mild	Mild	Moderate	Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt, Simon Baker, Terence Stamp, Jessica Morton, Caroline Bossi, Bob Neill, Neil Ross	United States, Australia	Warner Bros., Village Roadshow Pictures, NPV Entertainment	73120000.0	30586067.666
tt6288694	Acts of Vengeance	Acts of Vengeance	0	2017.0	87.0	Action,Drama,Thriller	5.7	13433		Severe	Moderate	Moderate	Moderate	Antonio Banderas, Karl Urban, Paz Vega, Clint Dyer, Cristina Serafini, Atanas Srebrev, Mark Rhino Smith, Raicho Vasilev, Stacey Clickner, Johnathon Schaech, Robert Forster, Isaac Florentine, Tim Man, Elizabeth Brace, Laura Giosh, David Sakurai, Velislav Pavlov, Brenda Galaz-Magyar	Bulgaria, United States	Nu Boyana Film Studios, Nu-Image, Saban Capital Group		293124.37
tt0200550	Coyote Ugly	Coyote Ugly	0	2000.0	100.0	Comedy,Drama,Music	5.7	119849	Moderate	Mild	Mild	Mild	Mild	Piper Perabo, Adam Garcia, John Goodman, Maria Bello, Izabella Miko, Tyra Banks, Bridget Moynahan, Melanie Lynskey, Del Pentecost, Michael Weston, LeAnn Rimes, Jeremy Rowley, Ellen Cleghorne, John Fugelsang, Bud Cort, Robert Ahlers, Orlando Sims, Barry Michael Duff	United States	Touchstone Pictures, Jerry Bruckheimer Films	41130000.0	104119657.236
tt0378428	Natural City	Naechureol siti	0	2003.0	114.0	Action,Drama,Sci-Fi	5.7	4587	Moderate	Severe	Moderate			Yoo Ji-tae, Lee Jae-un, Rin Seo, Eun-pyo Jeong, Doo-hong Jung, Eul-dong Kim, Hyo-Seon Kim, Ju-hye Ko, Chang Yun	South Korea	Jowoo Entertainment, Tube Entertainment (E Tube Entertainment)		113954.778
tt0250347	Double Whammy	Double Whammy	0	2001.0	93.0	Comedy,Crime,Drama	5.7	3889	Moderate	Mild	Mild	Mild	Mild	Denis Leary, Elizabeth Hurley, Luis Guzmán, Victor Argo, Chris Noth, Donald Faison, Keith Nobbs, Steve Buscemi, Maurice Compte, Otto Sanchez, Melonie Diaz, Millie Tirelli, Kevin Olson, Joe D'Angerio, Maurice G. Smith, Rachel Avalon, Stephanie Ortiz, Rachel Vasquez	United States	Apostle, Gold Circle Films, Lemon Sky Productions	3656000.0	68482.364
tt4581576	Aftermath	Aftermath	0	2017.0	94.0	Drama,Mystery,Thriller	5.7	26514	Mild	Moderate	Mild	Mild	Moderate	Arnold Schwarzenegger, Scoot McNairy, Maggie Grace, Judah Nelson, Larry Sullivan, Jason McCune, Glenn Morshower, Mariana Klaveno, Martin Donovan, Hannah Ware, Christopher Darga, Teri Clark, Dani Sherrick, Jeff Panzarella, Aaron Crutchfield, Keith Flippen, Kevin Zegers, Philip Winters	United Kingdom, United States	Emmett/Furla/Oasis Films (EFO Films), Grindstone Entertainment Group, Hat and Cat Productions	9597000.0	768499.426
tt0245407	Crush	Crush	0	2001.0	108.0	Comedy,Drama,Romance	5.7	3933	Moderate	Mild	Severe			Andie MacDowell, Imelda Staunton, Anna Chancellor, Kenny Doughty, Bill Paterson, Caroline Holdaway, Joe Roberts, Josh Cole, Gary Powell, Christian Burgess, Morris Perry, Richenda Carey, Roger Booth, Derek Deadman, Andrew Bicknell, Jeremy Gittins, Timothy Walker, Louis Hammond	United Kingdom, Germany	FilmFour, Industry Entertainment, Pipedream Pictures	5484000.0	3377878.94
tt0192071	Get Over It	Get Over It	0	2001.0	87.0	Comedy,Romance	5.7	19845	Mild	Mild	Mild	Mild		Kirsten Dunst, Ben Foster, Melissa Sagemiller, Sisqó, Shane West, Colin Hanks, Zoe Saldana, Mila Kunis, Swoosie Kurtz, Ed Begley Jr., Martin Short, Carmen Electra, Vitamin C, Coolio, Christopher Jacot, Kylie Bax, Dov Tiefenbach, Jeanie Calleja	United States	Miramax, Ignite Entertainment, Keshan	20108000.0	18188934.524
tt4428398	Paws of Fury: The Legend of Hank	Paws of Fury: The Legend of Hank	0	2022.0	98.0	Action,Animation,Comedy	5.7	6217		Mild	Mild	Mild	Mild	Michael Cera, Samuel L. Jackson, Ricky Gervais, Kylie Kuioka, Mel Brooks, George Takei, Gabriel Iglesias, Aasif Mandvi, Djimon Hounsou, Michelle Yeoh, Cathy Shim, Steve Apostolina, Kirk Baily, Steve Blum, Ranjani Brow, William Calvert, David Chen, Miles Clark	United States, China, United Kingdom, Canada, Poland	Nickelodeon Movies, Align, Aniventure		38782261.212000005
tt0239381	Phantom	O Fantasma	0	2000.0	87.0	Drama	5.7	3872	Severe	Severe			Severe	Ricardo Meneses, Beatriz Torcato, Andre Barbosa, Eurico Vieira, Jorge Almeida, Salomão, Joaquim Oliveira, Florindo Lourenço, Rodrigo Garin, Luis Zorro, Maria Paola Porru, João Rui Guerra da Mata, Lorde, Swing	Portugal	Rosa Filmes, Rádio e Televisão de Portugal (RTP), Instituto do Cinema, Audiovisual e Multimédia (ICAM)		115879.662
tt0120753	The Million Dollar Hotel	The Million Dollar Hotel	0	2000.0	122.0	Drama,Mystery,Thriller	5.7	22258	Mild	Mild	Severe	Moderate	Moderate	Jeremy Davies, Milla Jovovich, Mel Gibson, Jimmy Smits, Peter Stormare, Amanda Plummer, Gloria Stuart, Tom Bower, Donal Logue, Bud Cort, Julian Sands, Conrad Roberts, Harris Yulin, Charlayne Woodard, Ellen Cleghorne, Richard Edson, Tito Larriva, Jon Hassell	Germany, United Kingdom, United States	Icon Entertainment International, Kintop Pictures, Road Movies Filmproduktion	7312000.0	96868.462
tt14998742	Rebel Moon: Part One - A Child of Fire	Rebel Moon - Part One: A Child of Fire	0	2023.0	133.0	Action,Adventure,Drama	5.7	66388	Mild	Moderate	Mild	Mild	Moderate	Sofia Boutella, Djimon Hounsou, Ed Skrein, Michiel Huisman, Bae Doona, Ray Fisher, Charlie Hunnam, Anthony Hopkins, Staz Nair, Fra Fee, Cleopatra Coleman, Stuart Martin, Ingvar Sigurdsson, Alfonso Herrera, Cary Elwes, Rhian Rees, E. Duffy, Jena Malone	United States	Grand Electric, The Stone Quarry	82260000.0	
tt2101570	In the Blood	In the Blood	0	2014.0	108.0	Action,Crime,Thriller	5.7	12959	Mild	Severe	Moderate	Mild	Moderate	Gina Carano, Cam Gigandet, Ismael Cruz Cordova, Danny Trejo, Luis Guzmán, Amaury Nolasco, Stephen Lang, Treat Williams, Yvette Yates Redick, Eloise Mumford, Hannah Cowley, Paloma Louvat, Oscar H. Guerrero, Cristian Miranda, Blas Sien Diaz, Antonio Torres, Jaunchy Capella, Rodolfo Rodríguez	United Kingdom, Puerto Rico, United States	Anchor Bay Films, 20th Century Fox Home Entertainment, Movie Package Company (MPC)	9140000.0	543702.04
tt0060782	One Million Years B.C.	One Million Years B.C.	0	1966.0	100.0	Adventure,Comedy,Fantasy	5.7	9461		Mild			Mild	Raquel Welch, John Richardson, Percy Herbert, Robert Brown, Martine Beswick, Jean Wladon, Lisa Thomas, Malya Nappi, Richard James, William Lyon Brown, Frank Hayden, Terence Maidment, Micky De Rauch, Yvonne Horner, David Kossoff, Heraclio Niz Mesa, James Payne, Vic Perrin	United Kingdom	Associated British-Pathé, Hammer Films, Seven Arts Productions	491151.52192	
tt3859310	How to Talk to Girls at Parties	How to Talk to Girls at Parties	0	2017.0	102.0	Comedy,Music,Romance	5.7	12147	Mild	Mild	Moderate	Moderate	Mild	Elle Fanning, Alex Sharp, Nicole Kidman, Matt Lucas, Ruth Wilson, Abraham Lewis, Ethan Lawrence, Edward Petherbridge, Joanna Scanlan, Tom Brooke, Martin Tomlinson, Alice Sanders, Lara Peake, Jessica Plummer, Marina Bye, Elarica Johnson, Joey Ansah, Stewart Lockwood	United Kingdom, United States	Cross City Sales, Delish Films, Little Punk		352559.962
tt0300532	Blue Crush	Blue Crush	0	2002.0	104.0	Drama,Romance,Sport	5.7	32654	Mild	Mild	Moderate	Mild	Mild	Kate Bosworth, Michelle Rodriguez, Matthew Davis, Sanoe Lake, Mika Boorem, Chris Taloa, Kala Alexander, Ruben Tejada, Kaupena Miranda, Asa Aquino, Faizon Love, Fiji, Shaun Robinson, Paul Hatter, Tamayo Perry, James Grant Benton, Blossom Hoffman, Paul Chicoine	United States, Germany	Universal Pictures, Imagine Entertainment, Mikona Productions GmbH & Co. KG	22850000.0	47385122.606
tt10772662	The Boy Behind the Door	The Boy Behind the Door	0	2020.0	88.0	Horror,Mystery,Thriller	5.7	5685	Mild	Severe	Moderate		Severe	Lonnie Chavis, Ezra Dewey, Kristin Bauer, Micah Hauptman, Scott Michael Foster, Rich Ceraulo Ko, Anna B. Shaffer, Alfredo Tavares	United States	Kinogo Pictures, Whitewater Films		321148.52400000003
tt0192255	The Little Vampire	The Little Vampire	0	2000.0	95.0	Adventure,Comedy,Family	5.7	11351		Mild		Mild	Mild	Jonathan Lipnicki, Rollo Weeks, Richard E. Grant, Jim Carter, Alice Krige, Pamela Gidley, Tommy Hinkley, Anna Popplewell, Dean Cook, John Wood, Ed Stoppard, Jake D'Arcy, Iain De Caestecker, Scott Fletcher, Johnny Meres, Georgie Glen, Elizabeth Berrington, Harry Jones	Germany, Netherlands, United States	Avrora Media, Comet Film Produktion GmbH, Cometstone Pictures	31990000.0	25560800.61
tt0160009	The Art of War	The Art of War	0	2000.0	117.0	Action,Adventure,Crime	5.7	30690	Moderate	Severe	Severe	Moderate	Moderate	Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer, Marie Matiko, Michael Biehn, Cary-Hiroyuki Tagawa, Liliana Komorowska, James Hong, Paul Hopkins, Glen Chin, Ron Yuan, Bonnie Mak, Uni Park, Erin Selby, Fernando Chien, Paul Wu, Noel Burton	United States, Canada	Morgan Creek Entertainment, Franchise Pictures, Amen Ra Films	54840000.0	36925988.45
tt5503688	6 Below: Miracle on the Mountain	6 Below: Miracle on the Mountain	0	2017.0	98.0	Biography,Drama,Sport	5.7	8293	Mild	Mild	Mild	Mild	Moderate	Josh Hartnett, Mira Sorvino, Sarah Dumont, Kale Culley, Jason Cottle, Austin R. Grant, Nathan Stevens, Marty McSorley, Sean Pilz, Vashi Nedomansky, Joey Miyashima, David H. Stevens, Beth Waugh, R. Curt Kelsey, Judi Carpenter, Jason Boydston, Craig Hosking, Joe Bucaro III	United States	Dune Entertainment, October Sky Films, Sonar Entertainment		1037875.334
tt0304669	The Santa Clause 2	The Santa Clause 2	0	2002.0	104.0	Comedy,Family,Fantasy	5.7	63452						Tim Allen, Spencer Breslin, Elizabeth Mitchell, Eric Lloyd, David Krumholtz, Judge Reinhold, Wendy Crewson, Liliana Mumy, Danielle Woodman, Art LaFleur, Aisha Tyler, Kevin Pollak, Jay Thomas, Michael Dorn, Christopher Attadia, Curtis Butchart, Jamal Allen, Alexander Pollock	United States, Canada	Walt Disney Pictures, Outlaw Productions (I), Boxing Cat Films	59410000.0	157989529.41
